smiles_aromatic,smiles_kekulized,nb_atoms,sw_filter_chembl,sw_filter_zinc,nb_unknown_gcf_chembl,nb_unknown_ecfp_chembl,nb_unknown_gcf_chembl_zinc,nb_unknown_ecfp_chembl_zinc
NS(=O)(=O)OCC(F)(F)F,NS(=O)(=O)OCC(F)(F)F,10,1.0,1.0,0,0,0,0
SC1Nc2ccccc2N1,SC1NC2=CC=CC=C2N1,10,1.0,1.0,0,0,0,0
CCNC(=O)N1CC1C#N,CCNC(=O)N1CC1C#N,10,1.0,1.0,0,0,0,0
CC1(CO)NCC(O)C1O,CC1(CO)NCC(O)C1O,10,1.0,1.0,0,0,0,0
Cn1ccccc1=O,CN1C=CC=CC1=O,8,1.0,1.0,0,0,0,0
CN1CCN(N=O)CC1,CN1CCN(N=O)CC1,9,1.0,1.0,0,0,0,0
NC(CS)CCCS,NC(CS)CCCS,8,1.0,1.0,0,0,0,0
CC(O)COC(C)(C)C,CC(O)COC(C)(C)C,9,1.0,1.0,0,0,0,0
O=C(O)CCNC(=O)C(=O)O,O=C(O)CCNC(=O)C(=O)O,11,1.0,1.0,0,0,0,0
O=C1CCc2cc(O)ccc2O1,O=C1CCC2=CC(O)=CC=C2O1,12,1.0,1.0,0,0,0,0
CC(N)Cc1ccc(N)cc1F,CC(N)CC1=CC=C(N)C=C1F,12,1.0,1.0,0,0,0,0
CCCc1ncc(C(=O)O)s1,CCCC1=NC=C(C(=O)O)S1,11,1.0,1.0,0,0,0,0
O=CNC1CCC1,O=CNC1CCC1,7,1.0,1.0,0,0,0,0
c1cnc(NC2CCCC2)nc1,C1=CN=C(NC2CCCC2)N=C1,12,1.0,1.0,0,0,0,0
CCCC(C)C(N)=O,CCCC(C)C(N)=O,8,1.0,1.0,0,0,0,0
C=C1CC(C)(CC)OC1=O,C=C1CC(C)(CC)OC1=O,10,1.0,1.0,0,0,0,0
COC(=O)c1c(C)c[nH]c1C,COC(=O)C1=C(C)NC=C1C,11,1.0,1.0,0,0,0,0
Cc1c(C(=O)NN)sc(=S)n1C,CC1=C(C(=O)NN)SC(=S)N1C,12,1.0,1.0,0,0,0,0
CC1N=CC(O)C1O,CC1N=CC(O)C1O,8,1.0,1.0,0,0,0,0
C=CC(O)(CCO)CC(=O)O,C=CC(O)(CCO)CC(=O)O,11,1.0,1.0,0,0,0,0
N=C(N)CCCCC(N)C(=O)O,N=C(N)CCCCC(N)C(=O)O,12,1.0,1.0,0,0,0,0
Nc1ccccc1F,NC1=CC=CC=C1F,8,1.0,1.0,0,0,0,0
O=C(O)C#Cc1ccccc1,O=C(O)C#CC1=CC=CC=C1,11,1.0,1.0,0,0,0,0
COC1=CC(=O)C(C)=CC1=O,COC1=CC(=O)C(C)=CC1=O,11,1.0,1.0,0,0,0,0
c1ccnnc1,C1=CC=NN=C1,6,1.0,1.0,0,0,0,0
COc1cccc(C=O)c1O,COC1=CC=CC(C=O)=C1O,11,1.0,1.0,0,0,0,0
C=CC(O)Cc1c(C)n[nH]c1C,C=CC(O)CC1=C(C)NN=C1C,12,1.0,1.0,0,0,0,0
Cc1cccc2c1C(=O)OC2=O,CC1=CC=CC2=C1C(=O)OC2=O,12,1.0,1.0,0,0,0,0
Oc1cccc2c1CCNC2,OC1=CC=CC2=C1CCNC2,11,1.0,1.0,0,0,0,0
C1OC1C1CO1,C1OC1C1CO1,6,1.0,1.0,0,0,0,0
Cc1cn2ccncc2n1,CC1=CN2C=CN=CC2=N1,10,1.0,1.0,0,0,0,0
CCCNc1ncccn1,CCCNC1=NC=CC=N1,10,1.0,1.0,0,0,0,0
O=C(O)c1cccc2[nH]ccc12,O=C(O)C1=CC=CC2=C1C=CN2,12,1.0,1.0,0,0,0,0
Cc1ncc2cnnc(O)n12,CC1=NC=C2C=NN=C(O)N21,11,1.0,1.0,0,0,0,0
CC1=CC=C(C(C)C)CC1,CC1=CC=C(C(C)C)CC1,10,1.0,1.0,0,0,0,0
Nc1n[nH]c(-c2ccncc2)n1,NC1=NNC(C2=CC=NC=C2)=N1,12,1.0,1.0,0,0,0,0
Cc1cc(O)[nH]c(=O)c1,CC1=CC(=O)NC(O)=C1,9,1.0,1.0,0,0,0,0
CC(C)SCC(=O)NCC(=O)O,CC(C)SCC(=O)NCC(=O)O,12,1.0,1.0,0,0,0,0
Cc1c(CO)cc2n1CSC2,CC1=C(CO)C=C2CSCN21,11,1.0,1.0,0,0,0,0
CCOC(=O)c1csc(N)n1,CCOC(=O)C1=CSC(N)=N1,11,1.0,1.0,0,0,0,0
CN(C)C1CCCCC1O,CN(C)C1CCCCC1O,10,1.0,1.0,0,0,0,0
COc1cn(C)cc(C)c1=O,COC1=CN(C)C=C(C)C1=O,11,1.0,1.0,0,0,0,0
Fc1cccn2ccnc12,FC1=CC=CN2C=CN=C12,10,1.0,1.0,0,0,0,0
NN=C(S)NCc1ccccc1,NN=C(S)NCC1=CC=CC=C1,12,1.0,1.0,0,0,0,0
NCC12C3C4C5C3C1C5C42,NCC12C3C4C5C3C1C5C42,10,1.0,1.0,0,0,0,0
NC1=NC(=O)C2N=C(S)N=C2N1,NC1=NC(=O)C2N=C(S)N=C2N1,12,1.0,1.0,0,0,0,0
CCC(CC(=O)O)C(N)C(=O)O,CCC(CC(=O)O)C(N)C(=O)O,12,1.0,1.0,0,0,0,0
Nc1ncnc2scnc12,NC1=NC=NC2=C1N=CS2,10,1.0,1.0,0,0,0,0
NC1=NCCSCC1,NC1=NCCSCC1,8,1.0,1.0,0,0,0,0
O=Cc1ccc(O)cc1F,O=CC1=CC=C(O)C=C1F,10,1.0,1.0,0,0,0,0
CC1=CN2CCCC(=O)N=C2S1,CC1=CN2CCCC(=O)N=C2S1,12,1.0,1.0,0,0,0,0
CC(N)C(=O)N(O)CC(=O)O,CC(N)C(=O)N(O)CC(=O)O,11,1.0,1.0,0,0,0,0
CN=c1ssc(=S)n1C(C)C,CN=C1SSC(=S)N1C(C)C,11,1.0,1.0,0,0,0,0
Oc1nc(-c2ccncc2)no1,OC1=NC(C2=CC=NC=C2)=NO1,12,1.0,1.0,0,0,0,0
C#CCOc1ccccc1,C#CCOC1=CC=CC=C1,10,1.0,1.0,0,0,0,0
O=C(NO)C(O)C(O)CO,O=C(NO)C(O)C(O)CO,10,1.0,1.0,0,0,0,0
CN1C(=O)NCC1O,CN1C(=O)NCC1O,8,1.0,1.0,0,0,0,0
NCCCCc1ccccc1,NCCCCC1=CC=CC=C1,11,1.0,1.0,0,0,0,0
O=c1cc[nH]c(=O)[nH]1,O=C1C=CNC(=O)N1,8,1.0,1.0,0,0,0,0
CCCCCC=CC=CC(C)O,CCCCCC=CC=CC(C)O,12,1.0,1.0,0,0,0,0
NC(=O)N1CCCC1=O,NC(=O)N1CCCC1=O,9,1.0,1.0,0,0,0,0
Nc1nc(-c2ccncc2)c[nH]1,NC1=NC(C2=CC=NC=C2)=CN1,12,1.0,1.0,0,0,0,0
CCSc1nnc(O)nc1O,CCSC1=NN=C(O)N=C1O,11,1.0,1.0,0,0,0,0
CC(=O)CCSCCO,CC(=O)CCSCCO,9,1.0,1.0,0,0,0,0
CC(C)N=C=NC(C)C,CC(C)N=C=NC(C)C,9,1.0,1.0,0,0,0,0
CSc1nc(N)nc(O)c1N=O,CSC1=NC(N)=NC(O)=C1N=O,12,1.0,1.0,0,0,0,0
CNc1nc(NC)nc(NC)n1,CNC1=NC(NC)=NC(NC)=N1,12,1.0,1.0,0,0,0,0
CC(C)=CCCC(C)CC(=O)O,CC(C)=CCCC(C)CC(=O)O,12,1.0,1.0,0,0,0,0
Cc1cc(N)c(C)cc1N,CC1=CC(N)=C(C)C=C1N,10,1.0,1.0,0,0,0,0
CCn1cnc2c(=S)nc[nH]c21,CCN1C=NC2=C1NC=NC2=S,12,1.0,1.0,0,0,0,0
CC(C)CCO,CC(C)CCO,6,1.0,1.0,0,0,0,0
COCC(=O)c1ccc(O)cc1,COCC(=O)C1=CC=C(O)C=C1,12,1.0,1.0,0,0,0,0
NC(S)=NN=Cc1cccnn1,NC(S)=NN=CC1=CC=CN=N1,12,1.0,1.0,0,0,0,0
Cc1ccc(S(=O)(=O)NO)cc1,CC1=CC=C(S(=O)(=O)NO)C=C1,12,1.0,1.0,0,0,0,0
O=C(NO)c1cc(O)cc(O)c1,O=C(NO)C1=CC(O)=CC(O)=C1,12,1.0,1.0,0,0,0,0
OCc1cccc(F)c1F,OCC1=CC=CC(F)=C1F,10,1.0,1.0,0,0,0,0
Cc1ccc2cccc(C)c2c1,CC1=CC=C2C=CC=C(C)C2=C1,12,1.0,1.0,0,0,0,0
CN(C)CC#Cc1ccccc1,CN(C)CC#CC1=CC=CC=C1,12,1.0,1.0,0,0,0,0
O=C(O)C1C2CCC1C(O)C2,O=C(O)C1C2CCC1C(O)C2,11,1.0,1.0,0,0,0,0
O=C(O)C1=C(C(=O)O)NC=CC1,O=C(O)C1=C(C(=O)O)NC=CC1,12,1.0,1.0,0,0,0,0
C=C1OC(=O)c2cc(F)ccc21,C=C1OC(=O)C2=CC(F)=CC=C12,12,1.0,1.0,0,0,0,0
CCCCc1c[nH]cn1,CCCCC1=CNC=N1,9,1.0,1.0,0,0,0,0
NC(=O)c1ccc(N)nc1,NC(=O)C1=CC=C(N)N=C1,10,1.0,1.0,0,0,0,0
NC(=O)CCCc1ccccc1,NC(=O)CCCC1=CC=CC=C1,12,1.0,1.0,0,0,0,0
CC(=O)C1C(=O)CCCC1=O,CC(=O)C1C(=O)CCCC1=O,11,1.0,1.0,0,0,0,0
CSc1cncc(C)n1,CSC1=CN=CC(C)=N1,9,1.0,1.0,0,0,0,0
C1=CC2CC=CCN2CC1,C1=CC2CC=CCN2CC1,10,1.0,1.0,0,0,0,0
Cc1ccc2sccc2c1,CC1=CC=C2SC=CC2=C1,10,1.0,1.0,0,0,0,0
NNc1ccccc1S(N)(=O)=O,NNC1=CC=CC=C1S(N)(=O)=O,12,1.0,1.0,0,0,0,0
CCC(C)(O)C#CCO,CCC(C)(O)C#CCO,9,1.0,1.0,0,0,0,0
CCC(C)C(CC)COC(N)=O,CCC(C)C(CC)COC(N)=O,12,1.0,1.0,0,0,0,0
Nc1cc(N)cc(N)c1,NC1=CC(N)=CC(N)=C1,9,1.0,1.0,0,0,0,0
CN1CC=CS1(=O)=O,CN1CC=CS1(=O)=O,8,1.0,1.0,0,0,0,0
c1cc[nH]c1,C1=CNC=C1,5,1.0,1.0,0,0,0,0
Cc1cc(C)n2nc(S)nc2c1,CC1=CC2=NC(S)=NN2C(C)=C1,12,1.0,1.0,0,0,0,0
NC1(C(=O)O)CCOC1,NC1(C(=O)O)CCOC1,9,1.0,1.0,0,0,0,0
O=C1OCc2c1[nH]c(=O)[nH]c2=O,O=C1NC(=O)C2=C(N1)C(=O)OC2,12,1.0,1.0,0,0,0,0
Cn1ccc(=O)c(O)c1CO,CN1C=CC(=O)C(O)=C1CO,11,1.0,1.0,0,0,0,0
Cc1ccnc(NN)n1,CC1=CC=NC(NN)=N1,9,1.0,1.0,0,0,0,0
CNCC(O)CO,CNCC(O)CO,7,1.0,1.0,0,0,0,0
NC(=O)c1cc(O)ccc1O,NC(=O)C1=CC(O)=CC=C1O,11,1.0,1.0,0,0,0,0
N#Cc1cccc2cn[nH]c12,N#CC1=CC=CC2=C1NN=C2,11,1.0,1.0,0,0,0,0
Nc1cccc2cc(O)ccc12,NC1=CC=CC2=CC(O)=CC=C12,12,1.0,1.0,0,0,0,0
C=CCc1ccc(O)c(OC)c1,C=CCC1=CC=C(O)C(OC)=C1,12,1.0,1.0,0,0,0,0
C=C1C=C(C(O)CCC)C(=O)O1,C=C1C=C(C(O)CCC)C(=O)O1,12,1.0,1.0,0,0,0,0
CCC(C)c1cccc(O)c1,CCC(C)C1=CC=CC(O)=C1,11,1.0,1.0,0,0,0,0
O=S1(=O)CS(=O)(=O)OCCO1,O=S1(=O)CS(=O)(=O)OCCO1,11,1.0,1.0,0,0,0,0
O=C1NS(=O)(=O)Nc2nc[nH]c21,O=C1NS(=O)(=O)NC2=C1NC=N2,12,1.0,1.0,0,0,0,0
OCc1n[nH]c(CO)n1,OCC1=NNC(CO)=N1,9,1.0,1.0,0,0,0,0
O=c1[nH]ccc2cnccc12,O=C1NC=CC2=CN=CC=C12,11,1.0,1.0,0,0,0,0
Cc1ccc(C(C)(C)C)c(O)c1,CC1=CC=C(C(C)(C)C)C(O)=C1,12,1.0,1.0,0,0,0,0
C=CCOC(=O)CCCCCC,C=CCOC(=O)CCCCCC,12,1.0,1.0,0,0,0,0
CC1CN=C(N)S1,CC1CN=C(N)S1,7,1.0,1.0,0,0,0,0
COC(=O)c1cc(O)ccc1O,COC(=O)C1=CC(O)=CC=C1O,12,1.0,1.0,0,0,0,0
O=C(O)CC12C3C4C5C3C1C5C42,O=C(O)CC12C3C4C5C3C1C5C42,12,1.0,1.0,0,0,0,0
CCNc1[nH]ccc2ncnc1-2,CCNC1=C2N=CN=C2C=CN1,12,1.0,1.0,0,0,0,0
C=CC=CC=CC(=O)C=CC,C=CC=CC=CC(=O)C=CC,11,1.0,1.0,0,0,0,0
CC(C=O)CC#CCN(C)C,CC(C=O)CC#CCN(C)C,11,1.0,1.0,0,0,0,0
Nc1nncn1NCC(=O)O,NC1=NN=CN1NCC(=O)O,11,1.0,1.0,0,0,0,0
CN(C)CCC(=O)c1cccs1,CN(C)CCC(=O)C1=CC=CS1,12,1.0,1.0,0,0,0,0
CCCNCc1ccccc1,CCCNCC1=CC=CC=C1,11,1.0,1.0,0,0,0,0
COc1ccccc1C(=O)NO,COC1=CC=CC=C1C(=O)NO,12,1.0,1.0,0,0,0,0
O=C(O)C=Cc1ccsc1,O=C(O)C=CC1=CSC=C1,10,1.0,1.0,0,0,0,0
O=C(O)c1cc2sccc2[nH]1,O=C(O)C1=CC2=C(C=CS2)N1,11,1.0,1.0,0,0,0,0
CCOC(=O)NC1CONC1=O,CCOC(=O)NC1CONC1=O,12,1.0,1.0,0,0,0,0
CC(=O)c1c[nH]c(=O)[nH]c1=O,CC(=O)C1=CNC(=O)NC1=O,11,1.0,1.0,0,0,0,0
C(=C1CCNCC1)c1c[nH]cn1,C1=NC(C=C2CCNCC2)=CN1,12,1.0,1.0,0,0,0,0
O=C1NC(=O)C(=O)N1,O=C1NC(=O)C(=O)N1,8,1.0,1.0,0,0,0,0
CC(C)N,CC(C)N,4,1.0,1.0,0,0,0,0
NCCCC(N)C(F)F,NCCCC(N)C(F)F,9,1.0,1.0,0,0,0,0
O=C(NO)C(O)C(O)C(O)CO,O=C(NO)C(O)C(O)C(O)CO,12,1.0,1.0,0,0,0,0
NCCc1ccccc1F,NCCC1=CC=CC=C1F,10,1.0,1.0,0,0,0,0
c1nc(CC2CCCNC2)c[nH]1,C1=NC(CC2CCCNC2)=CN1,12,1.0,1.0,0,0,0,0
CC1NC(=O)CNC1=O,CC1NC(=O)CNC1=O,9,1.0,1.0,0,0,0,0
Cc1nnc[nH]1,CC1=NN=CN1,6,1.0,1.0,0,0,0,0
CC(=O)CC(=O)NCC(=O)O,CC(=O)CC(=O)NCC(=O)O,11,1.0,1.0,0,0,0,0
Cc1cccc(C)c1,CC1=CC=CC(C)=C1,8,1.0,1.0,0,0,0,0
CCCCOC(=O)CCCN,CCCCOC(=O)CCCN,11,1.0,1.0,0,0,0,0
CC(C)(C)c1ccnc(N)n1,CC(C)(C)C1=CC=NC(N)=N1,11,1.0,1.0,0,0,0,0
CN=C(S)c1c[nH]nc1N,CN=C(S)C1=CNN=C1N,10,1.0,1.0,0,0,0,0
Nc1n[nH]c2ncccc12,NC1=NNC2=NC=CC=C12,10,1.0,1.0,0,0,0,0
Cc1ncnc2nc[nH]c12,CC1=NC=NC2=C1NC=N2,10,1.0,1.0,0,0,0,0
Nc1nc2nonc2nc1N,NC1=NC2=NON=C2N=C1N,11,1.0,1.0,0,0,0,0
NC1=NCCC2(CCCCC2)S1,NC1=NCCC2(CCCCC2)S1,12,1.0,1.0,0,0,0,0
CC(O)CC#CCO,CC(O)CC#CCO,8,1.0,1.0,0,0,0,0
O=C(O)C1CSSC1,O=C(O)C1CSSC1,8,1.0,1.0,0,0,0,0
Cn1c(=O)oc2ccccc21,CN1C(=O)OC2=CC=CC=C21,11,1.0,1.0,0,0,0,0
Cc1ccc2c(=O)[nH]cnc2c1,CC1=CC=C2C(=O)NC=NC2=C1,12,1.0,1.0,0,0,0,0
Nc1nc(=O)[nH][nH]1,NC1=NC(=O)NN1,7,1.0,1.0,0,0,0,0
CSc1ccc(C(=O)O)s1,CSC1=CC=C(C(=O)O)S1,10,1.0,1.0,0,0,0,0
CSC1SC(C)C(O)C(O)C1O,CSC1SC(C)C(O)C(O)C1O,12,1.0,1.0,0,0,0,0
OCCC(O)CO,OCCC(O)CO,7,1.0,1.0,0,0,0,0
CC1CSCCN=C1N,CC1CSCCN=C1N,9,1.0,1.0,0,0,0,0
NCCc1ccc(O)c(O)c1F,NCCC1=CC=C(O)C(O)=C1F,12,1.0,1.0,0,0,0,0
COc1ccc(N)cc1C#N,COC1=CC=C(N)C=C1C#N,11,1.0,1.0,0,0,0,0
Cc1ccnc(N)c1C,CC1=CC=NC(N)=C1C,9,1.0,1.0,0,0,0,0
O=C(O)C=CC(=O)C=CC(=O)O,O=C(O)C=CC(=O)C=CC(=O)O,12,1.0,1.0,0,0,0,0
CC1OC(=O)C=CC1O,CC1OC(=O)C=CC1O,9,1.0,1.0,0,0,0,0
CCC(N)c1ccc(SC)cc1,CCC(N)C1=CC=C(SC)C=C1,12,1.0,1.0,0,0,0,0
c1ccc(-n2cccc2)cc1,C1=CC=C(N2C=CC=C2)C=C1,11,1.0,1.0,0,0,0,0
Oc1ccc2cccc(O)c2c1,OC1=CC=C2C=CC=C(O)C2=C1,12,1.0,1.0,0,0,0,0
O=C1COC=C1O,O=C1COC=C1O,7,1.0,1.0,0,0,0,0
O=c1[nH]c2[nH]c(=S)[nH]c(=O)c2[nH]1,O=C1NC2=C(N1)C(=O)NC(=S)N2,12,1.0,1.0,0,0,0,0
NC(=O)NO,NC(=O)NO,5,1.0,1.0,0,0,0,0
O=C1OC(=O)c2c(F)cccc21,O=C1OC(=O)C2=C(F)C=CC=C12,12,1.0,1.0,0,0,0,0
O=C(CCO)c1ccc(O)cc1,O=C(CCO)C1=CC=C(O)C=C1,12,1.0,1.0,0,0,0,0
CCc1c(O)c(=O)ccn1C,CCC1=C(O)C(=O)C=CN1C,11,1.0,1.0,0,0,0,0
Nc1ccc(F)cc1F,NC1=CC=C(F)C=C1F,9,1.0,1.0,0,0,0,0
O=C(NO)c1ccc(O)cc1,O=C(NO)C1=CC=C(O)C=C1,11,1.0,1.0,0,0,0,0
NCc1ccc(F)cc1,NCC1=CC=C(F)C=C1,9,1.0,1.0,0,0,0,0
O=C(O)CC=CCCS,O=C(O)CC=CCCS,9,1.0,1.0,0,0,0,0
CCCNC1=C(C)C(=O)CC1,CCCNC1=C(C)C(=O)CC1,11,1.0,1.0,0,0,0,0
CC(=O)N1C(=O)SCC1C(=O)O,CC(=O)N1C(=O)SCC1C(=O)O,12,1.0,1.0,0,0,0,0
Cn1ncc2c1CCCC2=O,CN1N=CC2=C1CCCC2=O,11,1.0,1.0,0,0,0,0
Cc1ccsc1C=CC(=O)O,CC1=C(C=CC(=O)O)SC=C1,11,1.0,1.0,0,0,0,0
O=C(O)CCC(O)CCS,O=C(O)CCC(O)CCS,10,1.0,1.0,0,0,0,0
CC(C)(C)c1nc(CCN)c[nH]1,CC(C)(C)C1=NC(CCN)=CN1,12,1.0,1.0,0,0,0,0
CCc1ccc(C(=O)NC)cc1,CCC1=CC=C(C(=O)NC)C=C1,12,1.0,1.0,0,0,0,0
O=C(O)CNC(=O)c1ccco1,O=C(O)CNC(=O)C1=CC=CO1,12,1.0,1.0,0,0,0,0
CCC(C)C(NC(C)=O)C(=O)O,CCC(C)C(NC(C)=O)C(=O)O,12,1.0,1.0,0,0,0,0
COC(=O)Cn1ccnc1,COC(=O)CN1C=CN=C1,10,1.0,1.0,0,0,0,0
COc1ccc(O)c(CO)c1,COC1=CC=C(O)C(CO)=C1,11,1.0,1.0,0,0,0,0
COc1ncc(C)nc1C(C)C,COC1=NC=C(C)N=C1C(C)C,12,1.0,1.0,0,0,0,0
CC(O)=C1C(=O)CCC1=O,CC(O)=C1C(=O)CCC1=O,10,1.0,1.0,0,0,0,0
NC1=NCC(C(=O)O)CC1,NC1=NCC(C(=O)O)CC1,10,1.0,1.0,0,0,0,0
Nc1nc(-c2cccs2)cs1,NC1=NC(C2=CC=CS2)=CS1,11,1.0,1.0,0,0,0,0
CC(=O)NC(CC(N)=O)C(=O)O,CC(=O)NC(CC(N)=O)C(=O)O,12,1.0,1.0,0,0,0,0
NC(CS)CC1CCCCC1,NC(CS)CC1CCCCC1,11,1.0,1.0,0,0,0,0
CSSc1ccccc1,CSSC1=CC=CC=C1,9,1.0,1.0,0,0,0,0
CCOC(=O)c1ccccn1,CCOC(=O)C1=CC=CC=N1,11,1.0,1.0,0,0,0,0
CN=C(S)c1ncccc1N,CN=C(S)C1=NC=CC=C1N,11,1.0,1.0,0,0,0,0
O=C1CCC2C3C=CC(C3)C12,O=C1CCC2C3C=CC(C3)C12,11,1.0,1.0,0,0,0,0
O=C(O)C=C1SC(=O)NC1=O,O=C(O)C=C1SC(=O)NC1=O,11,1.0,1.0,0,0,0,0
CCOC(=O)CC(=O)C(F)(F)F,CCOC(=O)CC(=O)C(F)(F)F,12,1.0,1.0,0,0,0,0
Nc1nc2[nH]cnc2c(=NO)[nH]1,NC1=NC2=C(N=CN2)C(=NO)N1,12,1.0,1.0,0,0,0,0
CSc1cc(C)nc(O)n1,CSC1=CC(C)=NC(O)=N1,10,1.0,1.0,0,0,0,0
c1ccn2cccc2c1,C1=CC2=CC=CN2C=C1,9,1.0,1.0,0,0,0,0
OC1C2C=CCC1CCC2,OC1C2C=CCC1CCC2,10,1.0,1.0,0,0,0,0
NC(=O)CCc1ccc(N)cc1,NC(=O)CCC1=CC=C(N)C=C1,12,1.0,1.0,0,0,0,0
Cn1cnc2c(N)nc(N)nc21,CN1C=NC2=C(N)N=C(N)N=C21,12,1.0,1.0,0,0,0,0
CNC12CC3(C)CC1CC3(C)C2,CNC12CC3(C)CC1CC3(C)C2,12,1.0,1.0,0,0,0,0
O=C1CCCc2ncccc21,O=C1CCCC2=NC=CC=C12,11,1.0,1.0,0,0,0,0
c1cncc(C2=NCCCC2)c1,C1=CN=CC(C2=NCCCC2)=C1,12,1.0,1.0,0,0,0,0
CNC(=O)C(C(C)C)C(C)C,CNC(=O)C(C(C)C)C(C)C,11,1.0,1.0,0,0,0,0
CC(C)(C#N)Nc1ccccc1,CC(C)(C#N)NC1=CC=CC=C1,12,1.0,1.0,0,0,0,0
Nc1nc2ccccc2n1N,NC1=NC2=CC=CC=C2N1N,11,1.0,1.0,0,0,0,0
N#CC(=CNC(N)=S)C(N)=O,N#CC(=CNC(N)=S)C(N)=O,11,1.0,1.0,0,0,0,0
CCOC(=O)CCCO,CCOC(=O)CCCO,9,1.0,1.0,0,0,0,0
CCCCNC(=O)n1cccn1,CCCCNC(=O)N1C=CC=N1,12,1.0,1.0,0,0,0,0
CC(C)C(N)C(=O)OC(C)(C)C,CC(C)C(N)C(=O)OC(C)(C)C,12,1.0,1.0,0,0,0,0
CCCNC(=O)Cc1nc[nH]n1,CCCNC(=O)CC1=NNC=N1,12,1.0,1.0,0,0,0,0
CC(=O)OCC1(C)CC=CC1=O,CC(=O)OCC1(C)CC=CC1=O,12,1.0,1.0,0,0,0,0
ON=C1CSc2ccccc2C1,ON=C1CSC2=CC=CC=C2C1,12,1.0,1.0,0,0,0,0
CSc1n[nH]c(NC(C)=O)n1,CSC1=NNC(NC(C)=O)=N1,11,1.0,1.0,0,0,0,0
O=c1[nH]c2ccncc2cc1O,O=C1NC2=CC=NC=C2C=C1O,12,1.0,1.0,0,0,0,0
O=C(O)CC1CC(=O)NC(=O)C1,O=C(O)CC1CC(=O)NC(=O)C1,12,1.0,1.0,0,0,0,0
NC1CC(C(=O)O)CC1=C(F)F,NC1CC(C(=O)O)CC1=C(F)F,12,1.0,1.0,0,0,0,0
CCC1(C)OC(C(=O)O)=CC1=O,CCC1(C)OC(C(=O)O)=CC1=O,12,1.0,1.0,0,0,0,0
O=C1CCCCO1,O=C1CCCCO1,7,1.0,1.0,0,0,0,0
c1ccc(C2CCCCC2)cc1,C1=CC=C(C2CCCCC2)C=C1,12,1.0,1.0,0,0,0,0
Cc1cc(C)cc(O)c1,CC1=CC(C)=CC(O)=C1,9,1.0,1.0,0,0,0,0
CCC(O)OC(O)CC,CCC(O)OC(O)CC,9,1.0,1.0,0,0,0,0
CCN1C(=O)C(=C(C)C)SC1=S,CCN1C(=O)C(=C(C)C)SC1=S,12,1.0,1.0,0,0,0,0
NCC1(O)CCCC1,NCC1(O)CCCC1,8,1.0,1.0,0,0,0,0
Cc1cc(C)c(C#N)c(=N)o1,CC1=CC(C)=C(C#N)C(=N)O1,11,1.0,1.0,0,0,0,0
O=C1C=CCCO1,O=C1C=CCCO1,7,1.0,1.0,0,0,0,0
CCOc1noc2c1CCNC2,CCOC1=NOC2=C1CCNC2,12,1.0,1.0,0,0,0,0
Cc1cnn2c(=O)[nH]c(=O)[nH]c12,CC1=C2NC(=O)NC(=O)N2N=C1,12,1.0,1.0,0,0,0,0
CC1(C)C(C)(C)C1(F)C(N)=O,CC1(C)C(C)(C)C1(F)C(N)=O,11,1.0,1.0,0,0,0,0
O=NN1CCCCCCCC1,O=NN1CCCCCCCC1,11,1.0,1.0,0,0,0,0
C#CCCOS(N)(=O)=O,C#CCCOS(N)(=O)=O,9,1.0,1.0,0,0,0,0
COC1CCC(OO)CO1,COC1CCC(OO)CO1,10,1.0,1.0,0,0,0,0
Nc1nc(S)nc2ccccc12,NC1=NC(S)=NC2=CC=CC=C21,12,1.0,1.0,0,0,0,0
CC(C)C1CCC(C)(O)CC1O,CC(C)C1CCC(C)(O)CC1O,12,1.0,1.0,0,0,0,0
Cc1noc(C2CNCCN2)n1,CC1=NOC(C2CNCCN2)=N1,12,1.0,1.0,0,0,0,0
Nc1cc(S)nc(N)n1,NC1=CC(S)=NC(N)=N1,9,1.0,1.0,0,0,0,0
Cc1coc2ccccc2c1=O,CC1=COC2=CC=CC=C2C1=O,12,1.0,1.0,0,0,0,0
CN1CCc2ccccc2C1,CN1CCC2=CC=CC=C2C1,11,1.0,1.0,0,0,0,0
Cn1cnc(-c2ccccc2)c1,CN1C=NC(C2=CC=CC=C2)=C1,12,1.0,1.0,0,0,0,0
NCC1(C(=O)O)CC12CCC2,NCC1(C(=O)O)CC12CCC2,11,1.0,1.0,0,0,0,0
CC=C(NC(=O)CN)C(=O)O,CC=C(NC(=O)CN)C(=O)O,11,1.0,1.0,0,0,0,0
CCNC,CCNC,4,1.0,1.0,0,0,0,0
NC(N)=S,NC(N)=S,4,1.0,1.0,0,0,0,0
c1ccc(-c2ccccn2)cc1,C1=CC=C(C2=CC=CC=N2)C=C1,12,1.0,1.0,0,0,0,0
Cc1coc(N(N)CCC#N)n1,CC1=COC(N(N)CCC#N)=N1,12,1.0,1.0,0,0,0,0
CCCSCC1CCC(O)N1,CCCSCC1CCC(O)N1,11,1.0,1.0,0,0,0,0
NC1C(O)CCCC1O,NC1C(O)CCCC1O,9,1.0,1.0,0,0,0,0
O=c1[nH]c2ncccc2n1O,O=C1NC2=NC=CC=C2N1O,11,1.0,1.0,0,0,0,0
NC(=NCC1CC1)NO,NC(=NCC1CC1)NO,9,1.0,1.0,0,0,0,0
Cc1cc(C(=O)O)on1,CC1=NOC(C(=O)O)=C1,9,1.0,1.0,0,0,0,0
